"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"63c7d479f8e3360c1c2ef567","e96036dc-b205-4910-a047-7a682c5e1aea","PHYSICAL","props","fur0001-bdnh4-fdawr","FUR0001 Blue Office Chair","<p class="""">Blue retro vinyl office chair, very cool and stylish.</p><p class="""">18.5 x 17 x 18.5</p>","SQ6043010","Color","Blue","Material","Metal, Vinyl","Quantity","1","","","","","","","40.00","0.00","No","1","/furniture/seating/office-chairs, /era/1980s-","Blue, Chair, Office, Rolling, Retro, Wheels, Vinyl, 70s, 80s, 60s, Metal","1.0","18.5","17.0","18.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040441690-HVCRY3K9VYG6DAD7JBVE/FUR0001-023.jpg"
"63c7d486f8e3360c1c2f0d32","53a56330-4c4e-4e98-b559-4b38591f6298","PHYSICAL","props","fur0002-d3eps-5txre","FUR0002 Black Folding Chair","<p class="""">Swiftly accommodate unexpected guests with these handy folding chairs!</p><p class="""">17 x 15.5 x 30</p>","SQ4272427","Color","Black","Material","Metal, Vinyl","Quantity","4","","","","","","","20.00","0.00","No","2","/furniture/seating/office-chairs","Black, Chair, Office, Folding, Fold Out, Vinyl","1.0","17.0","15.5","30.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040454037-4TF110F5GAJQI9JAMSBA/FUR0002-024.jpg"
"63c7d471f8e3360c1c2ee532","c756bf72-7a22-4988-a042-aa60d4387815","PHYSICAL","props","fur0003-9xg8d-5js3a","FUR0003 Wooden Stool","<p class="""">Perch upon this light wood stool while you paint your masterpiece. Counter height</p><p class="""">9 x 18 x 28.5</p>","SQ1758538","Color","","Material","Wood","Quantity","1","","","","","","","25.00","0.00","No","1","/furniture/seating/stools","Wood, Stool, Paint, School, Studio, Timeless","1.0","9.0","18.0","28.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040433056-QMISBZFAM0G03K9NOUE8/FUR0003-029.jpg"
"63c7d48af8e3360c1c2f1655","0876453f-d9f7-4940-98d9-3c966bc9a9d3","PHYSICAL","props","fur0004-hxpb9-m8sk6","FUR0004 Industrial Swivel Chair","<p class="""">16 x 16.5 x 37</p>","SQ0448320","Color","Black","Material","Wood, Metal","Quantity","1","","","","","","","40.00","0.00","No","1","/furniture/seating/office-chairs, /era/contemporary","Industrial, Modern, Wood, Metal, Swivel, Office, Work, Workspace, School","1.0","16.0","16.5","37.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040458627-ZJ40R2LHD39CRJLJWFD2/FUR0004-031.jpg"
"63c7d46cf8e3360c1c2edd15","349d7e2b-077a-48ce-a347-09e8214c50c1","PHYSICAL","props","fur0005-zy5wr-cbsmc","FUR0005 Beige Office Chair","<p class="""">Live your 9-5 fantasy in this pleather office chair!</p><p class="""">22 x 20 x 36</p>","SQ4580040","Color","White","Material","Leather","Quantity","1","","","","","","","35.00","0.00","No","1","/furniture/seating/office-chairs, /era/1980s-","Nude, Chair, Office, Swivel, Wheels, Pleather, Leatherette, Beige, 60s, 70s","1.0","22.0","20.0","36.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040428874-0RNKQBY8Z7JA0XVWAAUR/FUR0005-034.jpg"
"63c7d485f8e3360c1c2f0c6a","3b8118f9-96f7-4f3c-b21d-07894739b63a","PHYSICAL","props","fur0006-5amzm-sc268","FUR0006 White Wooden Stool","<p class="""">Shabby chic white wooden stool</p><p class="""">12.5 x 12.5 x 23.5</p>","SQ3111241","Color","White","Material","Wood","Quantity","1","","","","","","","20.00","0.00","No","1","/furniture/seating/stools","Stool, White, Painted, Wood, School, rustic, wethered, distressed, counter","1.0","12.5","12.5","23.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040453591-4RX5AW2ZYOU0VEEZZIBL/FUR0006-044.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040453596-M650W7AI48QEVEH084KZ/FUR0006-039.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040453601-UXJ79TCJQFJWHSSJTJH1/FUR0006-044.jpg"
"63c7d47ff8e3360c1c2f0116","f3d2108b-01da-4af8-9d49-18ad785f6cbd","PHYSICAL","props","fur0008-ywtjr-bngpw","FUR0008 Modern Wood Side Table","<p class="""">Class it up with this beautiful blonde Scandinavian dream.</p><p class="""">19.5 x 19.5 x 17</p>","SQ5038475","Color","","Material","Wood","Quantity","1","","","","","","","80.00","0.00","No","1","/era/contemporary, /furniture/tables/side-table","Modern, Contemporary, Wood, Side Table, Scandanavian, Coffee Table, End Table, Accent Table, Tripod","1.0","19.5","19.5","17.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447770-PFWQKVB6O0IPT6DERMZP/FUR0008-049.jpg"
"63c7d46cf8e3360c1c2edbad","e03fda0d-265a-41bf-82f8-96ca1a8928bd","PHYSICAL","props","fur0009-2e6be-t3y8b","FUR0009 Short White Stool","<p> Relive your art school days with this white stool. Paint drips included. </p>","SQ6880005","Color","White","Material","Wood","Quantity","1","","","","","","","25.00","0.00","No","1","/furniture/seating/stools","Stool, White, Painted, Wood, Short","1.0","14.0","14.0","18.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040428057-1Y3A8BZTM8APJEXLR1XC/FUR0009-058.jpg"
"63c7d470f8e3360c1c2ee43a","1a934990-45bc-46a2-87f3-15680290a8cd","PHYSICAL","props","fur0010-4xjry-t35rl","FUR0010 Brass & Acrylic Tray Table","<p class="""">It's giving me Matilda vibes. This acrylic tray table will have you enjoying your microwave TV dinners in style.</p><p class="""">16 x 21 x 25</p>","SQ2038270","Color","White","Material","Acrylic","Quantity","1","","","","","","","65.00","0.00","No","1","/era/1950s-1960s, /era/1980s-, /furniture/tables/side-table","Table, Acrylic, Tray, Brass, Fern, Folding, White, Unique, Vintage, retro, tv dinner","1.0","16.0","21.0","25.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040432576-445AN9NCDBOR1DFI9OYP/FUR0010-077.jpg"
"63c7d469f8e3360c1c2ed766","3e0d5b75-ab64-46d9-8d58-eb369c075297","PHYSICAL","props","fur0011-s6mxr-mhbx5","FUR0011 Rustic Dining Chair","<p class="""">Rustic but sassy! At first this may seem like a tired old chair, but wow, look at that velvet stripe; you didn’t see that comin’.</p><p class="""">17 x 21 x 33.5</p>","SQ8026538","Color","Green, Grey","Material","Wood","Quantity","1","","","","","","","35.00","0.00","No","1","/furniture/seating/dining-chairs, /era/1920s-1940s","Wood, Suede, Timeless, Dining Chair, 50's, 60's, 70's, Upholstered, Vintage, Antique","1.0","17.0","21.0","33.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040425784-SBOOO0Y3F0K3SP9LW58A/FUR0011-080.jpg"
"63c7d474f8e3360c1c2eeb3a","807cb8a1-39d9-4575-8e78-f8c4484ea6de","PHYSICAL","props","fur0012-6zyfl-69w7s","FUR0012 Industrial Stool","<p class="""">Rustic wire stool. Would also make an attractive plant stand.</p><p class="""">11.5 x 11.5 x 25</p>","SQ0043784","Color","Brown","Material","Wood, Metal","Quantity","1","","","","","","","35.00","0.00","No","1","/furniture/seating/stools, /era/1800s","Wood, Metal, Rustic, Stool, Antique, Unique, Vintage, industrial","1.0","11.5","11.5","25.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040436346-JE8BDAA0FAY3OBW7JMVS/FUR0012-082.jpg"
"63c7d47ff8e3360c1c2f0051","fa8b6d8c-ef5f-4527-b936-c2b85955a393","PHYSICAL","props","fur0013-mdt5n-8w2p8","FUR0013 Retro Orange Office Chair","<p class="""">She's the secretary for now, but watch out… someday she'll be the executive.</p><p class="""">19 x 17 x 33</p>","SQ3815304","Color","Orange","Material","Vinyl, Metal, Upholstered","Quantity","1","","","","","","","40.00","0.00","No","1","/furniture/seating/office-chairs, /era/1950s-1960s, /era/1980s-","Retro, Orange, Upholstered, Vinyl, Metal, Wheels, Swivel, Chair, 50's, 60's, 70's, Unique, office, vintage, mad men","1.0","19.0","17.0","33.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447370-JYN7CC8PU5PUYEP3LUSI/FUR0013-092.jpg"
"63c7d46bf8e3360c1c2eda7d","6cd5d837-5114-41db-bc0e-8c30e0c9ffad","PHYSICAL","props","fur0014-6echr-ef9sh","FUR0014 Folding Sidetable","<p class="""">Unique round wood folding table.</p><p class="""">20 x 20 x 20</p>","SQ7058886","Color","Brown","Material","Wood, Metal","Quantity","1","","","","","","","60.00","0.00","No","1","/furniture/tables/side-table, /era/1920s-1940s","Wood, Metal, Unique, Vintage, Industrial, farmhouse, country","1.0","20.0","20.0","20.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040427431-QBXY5VOJTPOQNE3V9OP9/FUR0014-098.jpg"
"63c7d479f8e3360c1c2ef5c2","4677b0af-2dd8-4729-a589-51bfcc23ea4b","PHYSICAL","props","fur0015-e2yfl-sjdc6","FUR0015 Plastic Office Chair","<p class="""">Plastic red office chair. Plenty of ventilation.</p><p class="""">16 x 15.5 x 29.5</p>","SQ4277304","Color","Red","Material","Plastic","Quantity","1","","","","","","","30.00","0.00","No","1","/furniture/seating/office-chairs","Plastic, Chair, Swivel, Office, 90's, Gucci","1.0","16.0","15.5","29.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040441892-ETWL1UWUY5IHGX255Q1D/FUR0015-108.jpg"
"63c7d473f8e3360c1c2eea31","141fa472-71b4-42e5-b92a-6416bdaf6cdd","PHYSICAL","props","fur0016-r65ry-y4b82","FUR0016 Wooden Sawhorse","<p class="""">Custom made wooden saw horse. Add any of our gorgeous table top surfaces to these and you get a beautiful table, instantly!</p><p class="""">17 x 18 x 30</p>","SQ2145505","Color","","Material","Wood","Quantity","1","","","","","","","25.00","0.00","No","1","/furniture/tables","Sawhorse, Workbench, Tools, Wooden, Tables","1.0","17.0","18.0","30.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040435666-0YTUJC927Q2JWYROL2MJ/FUR0016-087.jpg"
"63c7d487f8e3360c1c2f0f5f","b0c98703-cbec-4dc2-9c74-3a7956cfaa0b","PHYSICAL","props","fur0017-cx79y-9a83t","FUR0017 Retro Swivel Chair","<p class="""">Eames inspired swivel chair with orange striped vinyl seat.</p><p class="""">15 x 21 x 32</p>","SQ7265605","Color","Yellow","Material","Acrylic, Vinyl","Quantity","1","","","","","","","35.00","0.00","No","1","/furniture/seating/dining-chairs, /furniture/seating/office-chairs, /era/1950s-1960s","Plastic, Chair, Swivel, Office, Living Room, Retro, Vintage, eames, orange, white","1.0","15.0","21.0","32.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040455122-MYESXIXZ9SU47EJ2POE8/FUR0017-094.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040455127-X1JCSFXPSEWGNQQ7N75N/FUR0017-094.jpg"
"63c7d484f8e3360c1c2f0aec","28119dc6-88b7-41ed-9d7c-f69488da1a76","PHYSICAL","props","fur0018-h2gs3-yder2","FUR0018 Modern Nightstand","<p> Don't look in that drawer. Contemporary designer nightstand set </p>","SQ7568362","Color","Black, Brown","Material","Wood","Quantity","1","","","","","","","55.00","9.00","No","2","/era/contemporary, /furniture/tables/side-table, /furniture/tables/night","Contemporary, Black, Walnut, Wood, Brown, Furniture, Tables, Side Table, Drawer, Modern","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040452918-86H9PDMV37L4Y0CWWYPS/ORIGINAL-3.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040452923-MGWROEYLT4VD6HDH8N0Z/ORIGINAL-4.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040452928-P9351RH0A622ON4TF474/teak-nightstand-beside-upholstered-bed_ORIGINAL.png"
"63c7d486f8e3360c1c2f0f10","498f9a81-d707-45e4-abe6-b43ba9bca638","PHYSICAL","props","hom0001-azgxc-8pem2","HOM0001 Blue Box Fan","<p> Have you ever seen such a georgous fan? Find a reason to rent the beauty! </p>","SQ7007330","Color","Blue","Material","Metal","Quantity","1","","","","","","","50.00","0.00","No","1","/era/1950s-1960s, /everything-else/industrial, /home/accents/fans","Fans, Blue, Metal, Metallic, Floor Fan, Box Fan, Vintage, Industrial, Rustic","1.0","6.0","18.5","18.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040454962-262ARJENSCBSDTYRM7E3/HOM0001-050.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040454967-I5A16GFL0SA0SHO66R16/HOM0001-057.jpg"
"63c7d471f8e3360c1c2ee677","664b3498-faed-48b3-919c-e8f0f9998337","PHYSICAL","props","hom0002-38d2e-jkbgt","HOM0002 Mission Style Woodbase Table Lamp","<p>Wide brimmed hat and dangly earrings, this gal is ready for a night on the town </p>","SQ5300204","Color","White","Material","Wood, Acrylic","Quantity","1","","","","","","","40.00","0.00","No","1","/lighting/table-lamps, /era/1920s-1940s","Crafstman, Mission, Desk Lamp, Lamp, Wood Base, Unique, Vintage","1.0","18.0","18.0","21.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040433722-AH8J5SI89GW4LPRPMMA2/HOM0002-112.jpg"
"63c7d48af8e3360c1c2f160b","ca5e5f94-43ad-4f68-9715-969e7a56c428","PHYSICAL","props","hom0003-3khj5-yzbz5","HOM0003 Classic Brass Banker's Lamp","<p> Gold banker lamp. You'd expect her to be green! </p>","SQ8420455","Color","","Material","Brass","Quantity","1","","","","","","","35.00","0.00","No","1","/lighting/table-lamps, /era/1920s-1940s","Early 20th Century, Piano Lamp, 20's, 30's, 40's, 50's, 70's","1.0","10.0","9.0","14.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040458467-52JU1L6TSYQAL2BQTVUI/HOM0003-113.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040458473-6K1UQ44JX9BDZXNS5IJ9/HOM0003-116.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040458478-61JN9BY1URNQ6QHJHRMY/HOM0003-117.jpg"
"63c7d471f8e3360c1c2ee586","751f530f-adf9-4d24-8d2e-20d1d35e99ef","PHYSICAL","props","hom0004-3l5na-cnzwm","HOM0004 Yellow Ceramic Vessel","<p class="""">If a sippy cup were a super chic vase.</p>","SQ5550415","Color","Yellow","Material","Ceramic","Quantity","1","","","","","","","20.00","0.00","No","1","/era/contemporary, /home/decor/vases","Contemporary, Vessel, Vase, Yellow, Ceramic, Post-Modern, Modern, Contemporary, 2000's, 2010's","1.0","5.0","7.0","6.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040433250-20UVFZG770LR5D1XHM73/HOM0004-122.jpg"
"63c7d478f8e3360c1c2ef40f","bb89b9b8-55ee-4bbb-8fe7-2deac6b6115b","PHYSICAL","props","hom0005-53pdm-5nxjm","HOM0005 Modern Red Vase","<p class="""">Tall red vase.</p><p class="""">5” x 5” x 12.5”</p>","SQ2712444","Color","Red","Material","Ceramic","Quantity","1","","","","","","","35.00","0.00","No","1","/era/contemporary, /home/decor/vases","Contemporary, Vessel, Vase, Red, Tall, Ceramic, Post-Modern, Modern, Contemporary, 2000's, 2010's","1.0","5.0","5.0","12.5","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040440975-DD5P4FG8M585OKQHCLC4/HOM0005-129.jpg"
"63c7d489f8e3360c1c2f150d","35f64507-a9cd-409a-8809-2b9efd3f0d21","PHYSICAL","props","hom0006-xa9se-7j9wk","HOM0006 Metal Lockbox","<p class="""">Ye olde tin box. It’s round.</p>","SQ2301437","Color","Brown","Material","Metal","Quantity","1","","","","","","","10.00","0.00","No","1","/era/1800s, /home/decor/boxes","Rustic, Vessel, Lockbox, Rust, Metal, Bedroom, Living Room, Toys, Unique, Vintage, Industrial, Farmhouse, Country, Timeless","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040457916-GD8HVEDOXUPBFF1W4ECG/HOM0006-121.jpg"
"63c7d48df8e3360c1c2f1b6d","011befbc-9758-44d2-ae20-8c174039db23","PHYSICAL","props","hom0007-3xhtz-j5a48","HOM0007 Handmade Artistic Vase","<p> TFW you spill spaghetti on your shirt but it's art. </p>","SQ1547581","Color","White","Material","Ceramic","Quantity","1","","","","","","","30.00","0.00","No","1","/era/contemporary, /home/decor/vases","Home, Vessel, Handmade, Unique, Artistic, Post-Modern, Contemporary, White, Ceramic, Wacky","1.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040461509-2R35RA7N5O4P47T627LE/HOM0007-149.jpg"
"63c7d488f8e3360c1c2f125d","fc6e19ae-8125-4346-a33f-456ba6d50630","PHYSICAL","props","hom0008-f6lhc-yh2kp","HOM0008 Terrazzo Vessel","<p> This terazzo cutie could be a pen cup or a tiny planter. </p>","SQ0074741","Color","White","Material","Tile","Quantity","1","","","","","","","15.00","0.00","No","1","/era/contemporary, /home/decor/vases","Terrazzo, Vessel, Office, Home, Unique, Post Modern, Tile, White, Wacky, School, Yassssss, pen cup","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040456616-B2X4NPFPHYWDR0RSMWNE/HOM0008-162.jpg"
"63c7d478f8e3360c1c2ef205","9e0a1191-3038-47b7-829e-98b91be5154b","PHYSICAL","props","hom0009-rasbw-z6bg9","HOM0009 Repaired Vase","","SQ6272726","Color","White","Material","Ceramic","Quantity","1","","","","","","","30.00","0.00","No","1","/home/decor/vases","Ceramic, Vase, Vessel, Shattered, Repaired, Unique, White, Contemporary, Artistic, Living Room, Dining","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040440010-JT9OYWVZ42ZLJ5AORCQP/HOM0009-174.jpg"
"63c7d48cf8e3360c1c2f1a19","9185a490-b1c0-4efd-b0f4-ab56cd487ff5","PHYSICAL","props","hom0010-eg92j-hm283","HOM0010 Translucent Container","<p class="""">Acrylic container for home or office. Easy way to fill space and add color.</p>","SQ6401144","Color","Clear","Material","Plastic","Quantity","2","","","","","","","20.00","0.00","No","1","/era/contemporary, /home/decor/vases","Plastic, Vessel, Container, Unique, Contemporary, Post-Modern, 2000's, 2010's, Cube, Clear","1.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040460711-CU5BITT9QTW1I9YEVVZ1/HOM0010-186.jpg"
"63c7d47ff8e3360c1c2effb0","d0913cb7-03a9-46c6-b704-1e9b7ba17217","PHYSICAL","props","hom0011-69rhf-w4zwr","HOM0011 Translucent Containers","<p class="""">Acrylic containers for home or office. Easy way to fill space and add color.</p>","SQ4515012","Color","Orange","Material","Plastic","Quantity","2","","","","","","","20.00","0.00","No","1","/era/contemporary, /home/decor/vases","Plastic, Vessel, Container, Unique, Contemporary, Post-Modern, 2000's, 2010's, Cube, Orange","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447041-UIV8TGVNBR1NVGBTB7YR/HOM0011-187.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447048-9QAB8TRA6Y2DHCPC9DPR/HOM0012-188.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447053-Z0NFFDRS40JFS0GFAUEG/HOM0010-186.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447058-NYSN5IJ8PSA2R0NDPNEG/HOM0013-190.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447063-3GS3ED6TNJ9IKFMXQVKK/HOM0011-187.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040447068-JI5VLFN0A2HY3S038QOJ/HOM0014-191.jpg"
"","fb3dbce5-348b-413d-ab75-f5d5461699f8","","","","","","SQ6008153","Color","Green","Material","Plastic","Quantity","2","","","","","","","20.00","0.00","No","1","","","1.0","0.0","0.0","0.0","",""
"","7b8c01b9-80f1-432e-9427-73da3fb735c8","","","","","","SQ3264071","Color","Clear","Material","Plastic","Quantity","2","","","","","","","20.00","0.00","No","1","","","1.0","0.0","0.0","0.0","",""
"","4368f8b0-47c2-4938-ad75-6bbfcd9c5a45","","","","","","SQ3276545","Color","Blue","Material","Plastic","Quantity","2","","","","","","","20.00","0.00","No","1","","","1.0","0.0","0.0","0.0","",""
"","02eaa918-c7a7-4b62-81c9-15c87a74adb4","","","","","","SQ8173526","Color","Purple","Material","Plastic","Quantity","2","","","","","","","20.00","0.00","No","1","","","1.0","0.0","0.0","0.0","",""
"63c7d46cf8e3360c1c2edd5b","4fc1a463-f87c-407c-a7e9-e2ea047407a0","PHYSICAL","props","hom0015-6n2ff-maba4","HOM0015 Small Art Deco Vessel","<p> Pink and blue art deco vessel </p>","SQ7186761","Color","Blue, Red","Material","Ceramic","Quantity","1","","","","","","","30.00","0.00","No","1","/home/decor/vases","Home, Vessel, Handmade, Unique, Artistic, Art Deco, Contemporary, Blue, Red, Ceramic","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040428969-OS223KFQJJ4N4GB7RIZM/HOM0015-202.jpg"
"63c7d489f8e3360c1c2f135e","6e923188-5b32-4091-b10f-6d000f4d0357","PHYSICAL","props","hom0016-p9hj9-grag7","HOM0016 Reflective Toy Sculpture","<p> Bend this plastic chrome wiggle into different shapes to create a unique scultural moment. </p>","SQ0576562","Color","Silver","Material","Plastic","Quantity","1","","","","","","","5.00","0.00","No","1","/era/contemporary, /home/decor/sculpture","Home, Sculpture, Toy, Silver, Reflective, Contemporary, Post Modern, Chrome","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040457035-OMC5WK2YUO8YL94UD6JF/HOM0016-206.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040457040-RRKE7IKGXKMSVSNGG8UW/HOM0016-208.jpg"
"63c7d489f8e3360c1c2f1366","b421923a-71e7-4fab-85b8-b6a9a5d369e2","PHYSICAL","props","hom0017-8cx6l-6xxwz","HOM0017 Ceramic Vase","<p> French ceramic bottle. Cool crackle glaze. </p>","SQ5804600","Color","Beige","Material","Ceramic","Quantity","1","","","","","","","30.00","0.00","No","1","/era/contemporary, /home/decor/vases","Home, Vessel, Contemporary, Beige, Timeless, Dining, Living Room, Ceramic, Timeless","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040457055-VIB43XE46377MUQCNQRC/HOM0017-218.jpg"
"63c7d476f8e3360c1c2eef94","72f43c95-2369-47aa-aad6-97aca0393a69","PHYSICAL","props","hom0018-3rzpg-jbw2p","HOM0018 Ceramic Vessel","<p>Plump teardrop ceramic vase. </p>","SQ5031245","Color","Grey","Material","Ceramic","Quantity","1","","","","","","","25.00","0.00","No","1","/era/contemporary, /home/decor/vases","Home, Vessel, Contemporary, Beige, Timeless, Dining, Living Room, Ceramic, Timeless","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040438648-030IKDYTY699Z9JXYPZD/HOM0018-220.jpg"
"63c7d477f8e3360c1c2ef0a5","b058268e-2b78-4bb2-8539-436c42f1ee60","PHYSICAL","props","hom0019-d6le8-7segw","HOM0019 Corked Vessel","<p> Tiny tiny earthenware crockery. </p>","SQ4252423","Color","Brown, Yellow","Material","Ceramic","Quantity","1","","","","","","","25.00","0.00","No","1","/home/decor/vases, /era/1920s-1940s","Home, Vessel, Dining, Living Room, Ceramic, Timeless, Handmade, Unique, Rustic, Contemporary","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040439228-VYKCZTQONZO3I05YREWD/HOM0019-221.jpg https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040439234-L0661TKIJ23TYVZPBUIW/HOM0019-222.jpg"
"63c7d488f8e3360c1c2f11e7","d25acb8f-1abf-4cb6-8bae-cb6ae82f9597","PHYSICAL","props","hom0020-j7zab-82bzw","HOM0020 Brass Vessel","<p> Brass planter. </p>","SQ0340158","Color","","Material","Brass","Quantity","1","","","","","","","20.00","0.00","No","1","/home/decor/vases, /era/1920s-1940s","Home, Vessel, Timeless, Brass, Rustic, Antique, Vintage","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040456387-MH264LI0UWU6M1GXDBIC/HOM0020-225.jpg"
"63c7d48df8e3360c1c2f1bb5","ea668cac-85b6-435e-b0a4-9c7c9e9ff18c","PHYSICAL","props","hom0021-znlgc-epcgc","HOM0021 Candle","","SQ6755843","Color","Beige, White","Material","","Quantity","1","","","","","","","5.00","0.00","No","1","/era/contemporary, /home/decor/candlesticks","Home, Decor, Candlesticks, Contemporary, 2000's, 2010's, White, Beige, Dining Room, Living Room, Lighting","1.0","0.0","0.0","0.0","No","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040461679-LNSFS9EZQCAWETO7MFNY/HOM0021-227.jpg"
"63c7d476f8e3360c1c2eee95","fc05d674-21e7-4edc-8ec8-c16be4d55462","PHYSICAL","props","hom0022-a7thm-abyjb","HOM0022 Black Vessel","","SQ3523067","Color","Black","Material","Plastic","Quantity","1","","","","","","","5.00","0.00","No","1","/era/1990s---2000, /home/decor/vases","Black, Vessel, Home, Decor, Office","1.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/63c7d45cf8e3360c1c2ed4ed/1674040438223-Q0HLFK5X0CX20JHA8657/HOM0022-233.jpg"
